TE_7.4-1	LE_2n
TE_7.4-2	LE_2n
TE_7.5-1	LE_2n
TE_7.5-2	LE_2n
TE_7.6-1	LE_2n
TE_7.6-2	LE_2n
TE_7.7-1	LE_2n
TE_7.7-2	LE_2n
TE_7.8-1	LE_2n
TE_7.8-2	LE_2n
TE_7.9-1	LE_2n
TE_7.9-2	LE_2n
TE_7mix-1	LE_2n
TE_7mix-2	LE_2n
TE_8.1-1	LE_2n
TE_8.1-2	LE_2n
TE_8.10-1	LE_2n
TE_8.10-2	LE_2n
TE_8.2-1	LE_2n
TE_8.2-2	LE_2n
TE_8.3-1	LE_2n
TE_8.3-2	LE_2n
TE_8.4-1	LE_2n
TE_8.4-2	LE_2n
TE_8.5-1	LE_2n
TE_8.5-2	LE_2n
TE_8.6-1	LE_2n
TE_8.6-2	LE_2n
TE_8.7-1	LE_2n
TE_8.7-2	LE_2n
TE_8.8-1	LE_2n
TE_8.8-2	LE_2n
TE_8.9-1	LE_2n
TE_8.9-2	LE_2n
TE_8mix-1	LE_2n
TE_8mix-2	LE_2n
TE_9.1-1	LE_2n
TE_9.1-2	LE_2n
WS_1.1-1_4n	PUWS_4n
WS_1.1-2_4n	PUWS_4n
WS_1.2-1_4n	PUWS_4n
WS_1.2-2_4n	PUWS_4n
WS_1.3-1_4n	PUWS_4n
WS_1.3-2_4n	PUWS_4n
WS_1.4-1_4n	PUWS_4n
WS_1.4-2_4n	PUWS_4n
WS_1.5-1_4n	PUWS_4n
WS_1.5-2_4n	PUWS_4n
WS_1.6-1_4n	PUWS_4n
WS_1.6-2_4n	PUWS_4n
WS_1.7-1_4n	PUWS_4n
WS_1.7-2_4n	PUWS_4n
SRR2040778	croatica
SRR2040779	croatica
SRR2040802	pedemontana
SRR2040803	pedemontana
